1_BurkinaFaso_144/88	1_Gabon_124	1_Ghana_147	1_Senegal_226/191/172	1_BurkinaFaso_85	1_Senegal_387	1_Gabon_174/129	1_Kenya_57	1_PuertoRico_15	1_Kenya_136/127	1_USA_122	1_Ghana_103	1_Kenya_186/82	1_USA_64	1_SaudiArabia_9	1_SaudiArabia_5	1_BurkinaFaso_98	1_Gabon_32	1_Senegal_308/291/217/193	1_Ghana_33/28	1_Uganda_205	1_Gabon_34	1_Senegal_152/15	1_BurkinaFaso_116/109	1_BurkinaFaso_6	1_Senegal_9/4	1_Uganda_24/13	1_Gabon_5	1_Ghana_86	1_Gabon_266	1_Uganda_261	1_BurkinaFaso_94/55/42	1_Uganda_48	1_Ghana_89	1_SaudiArabia_55/48	1_PuertoRico_13	1_Kenya_162	1_Kenya_239/215	1_PuertoRico_34	1_BurkinaFaso_28	1_BurkinaFaso_22/16/15	1_BurkinaFaso_38	1_Ghana_65/38	1_Senegal_46/29	1_Kenya_436/31	1_Uganda_81	1_Uganda_43	1_Kenya_17
1_Uganda_48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_Ghana_89	0.00347413420958397	0.0032661412736809	0.00282723529800073	0.00256510716630808	0.00351141546692321	0.0021390387175356	0.00107542203335858	0.006500413045193	0.00380383464400494	0.00621868262568159	0.0103263220495442	0.00908769303721963	0.00392108492451571	0.0120571469937122	0.00824598131405685	0.00833559039674309	0.0581027354054585	0.0530942567665986	0.125566271622836	0.00881818670824694	0.0646582528949762	0.0682125646369149	0.189089355096717	0.143067421490436	0.212141152815453	0.255128157911791	0.085193562059798	0.0682900114844184	0.641051528382441	0.669614155587228	NA	0.528655294982118	NA	NA	0.0249588472667944	0.0188735755599069	0.00586859821400932	0.00707204487294386	0.0023796994584059	0.0094665228035523	0.0105546997603277	0.010512757153809	0.00950623014644098	0.0134334390075245	0.00108817240259777	0.000981840071626017	0.000939296636393332	0.00123171951969334
1_SaudiArabia_55/48	0.0205122287780832	0.0217426884291747	0.0217683920379517	0.0193322844534181	0.0204628697335517	0.00392621349695658	0.00339439347305733	0.0270799625170839	0.00872370587735891	0.0300693201594982	0.0489113163174537	0.0327677461291117	0.0305211740621279	0.00676941493211574	0.00679144579796018	0.00679854699787695	0.00760968123696595	0.00825860050901506	0.0201503720594322	0.00683378070202885	0.0115483135291432	0.0114337275230549	0.0199917711100251	0.0220492287326002	0.0204256584656653	0.0203029382294466	0.0140188911770951	0.010905667805474	0.0365145286220458	0.0337120416372435	NA	0.0199287264363735	NA	0.0249588472667944	NA	0.423995542287054	0.0341910340914646	0.03250517620313	0.00132967855657263	0.00413755744885186	0.0113900320826849	0.0112078722077435	0.010746532840931	0.0063621802667079	0.0147011176250925	0.01458460829481	0.0140794358550712	0.0152034490614454
1_PuertoRico_13	0.0134314994507591	0.0144905581578537	0.014416119683559	0.0130102805136165	0.0134188690179698	0.00406766481550363	0.00274019583618182	0.0256722768114005	0.00877177037309791	0.0274491400662669	0.0318399151579157	0.0212547139011356	0.0267292829385031	0.010139831443427	0.00991339132199698	0.00988989786540632	0.00253855301841013	0.00401601082629528	0.00765805539841712	0.00955739217788055	0.00532900740251149	0.00363400680371283	0.00749048879795025	0.00776714693320032	0.0080136351176317	0.00866750763870351	0.00463371511704374	0.0034799395920057	0.0194709000916982	0.0183884305973125	NA	0.0168310728776946	NA	0.0188735755599069	0.423995542287054	NA	0.0248730754975209	0.0257476720425528	0.00135485511960069	0.0024599296005976	0.00917707818742787	0.00902910046651596	0.00875787812226985	0.00325831438998577	0.0120634503961614	0.0127644021749966	0.012211919893714	0.0123630208956864
1_Kenya_162	0.0161684054408398	0.0204889685397715	0.0205783336332785	0.0171920483998976	0.0160980918066297	0.00257144901363546	0.00496327846494974	0.233576930480359	0.0725393997006013	0.263574032346831	0.0958751136299984	0.0555397592857509	0.280436305827374	0.00944630621392296	0.00692299256029449	0.00718572909470402	0.0303843588455455	0.0287135009517692	0.0564269206438127	0.0103088402310427	0.0356973147142602	0.0386222653965204	0.0427918280838804	0.0596148794255025	0.0416686965315795	0.0348275372874961	0.0435561661418194	0.0369328645906361	0.0203368282448905	0.015814492660567	NA	0.0029536625047387	NA	0.00586859821400932	0.0341910340914646	0.0248730754975209	NA	0.371416683318856	0.00432705525018572	0.00267563424681673	0.00649734888482853	0.00607741387477744	0.00586100148700795	0.00596470732778139	0.0319202781338121	0.0314104357890126	0.0318361848106808	0.0311395512622776
1_Kenya_239/215	0.00875842205598564	0.0120537025893547	0.012459471527493	0.0108331425100609	0.00873803456467261	0.00217260504121281	0.00400365812363074	0.31210100833834	0.0979064555694995	0.353024530954978	0.0815341051130532	0.0453063166271756	0.369497722835484	0.00864582256554554	0.00616502340583089	0.00643240717985138	0.0296434007269757	0.0263332805698738	0.050480506280197	0.00982884850980887	0.0308507026935264	0.032072345417689	0.0329726157748399	0.050622613038619	0.0335895608458221	0.0270621456929977	0.0365877503095413	0.0305391278817923	0.0201905574619757	0.0157815043553614	NA	0.00402933727786683	NA	0.00707204487294386	0.03250517620313	0.0257476720425528	0.371416683318856	NA	0.00517080468451738	0.0028212869861841	0.00694431086154308	0.00657595545106043	0.00629730145034328	0.00406689878867811	0.0360508924613992	0.0372841361247311	0.038118987712722	0.0344372504589353
1_PuertoRico_34	0.00728694023982903	0.00836485998425673	0.008161565211476	0.00684293822160978	0.0071743706582553	0.000445721447486193	0.0018728649219707	0.00372600228732804	0.00173715534150896	0.00404179666583831	0.00725167625648425	0.00523542527908965	0.00447959529063637	0.00459682643429568	0.00405593155687499	0.00402621835036916	0.0028548852069146	0.00396189923527924	0.00346100697668049	0.00400178764693815	0.00459633001352591	0.0046021519872243	0.00394973817175747	0.00371651598384271	0.00388095302928858	0.00426295343592818	0.0043739581191743	0.00473024288738354	0.00374285500145508	0.00333099977708719	NA	0.000827438083136682	NA	0.0023796994584059	0.00132967855657263	0.00135485511960069	0.00432705525018572	0.00517080468451738	NA	0.000628498066102535	0.00182580685461426	0.00173768810329036	0.00151681412124661	0.0021672312341754	0.00285350485085188	0.00197591909319879	0.00182785378546899	0.00303413568895753
1_BurkinaFaso_28	0.0618343390073038	0.0456542768897869	0.0526783418092107	0.0468439784645935	0.0623684088592635	0.000681814660776876	0.00445221913006358	0.00295953218969222	0.00150995565875691	0.00270885380305081	0.0247025992909019	0.0188101597450122	0.00201597210666063	0.00165145785174722	0.00103689978543643	0.00109551730460563	0.00620360315060544	0.0062283720534228	0.0140388720959216	0.00109464545636125	0.00844816502865543	0.00926349605077969	0.0164193222733183	0.0169086128893455	0.0160571621238635	0.0146618573019456	0.0111445535823658	0.00943196851214399	0.00780652383304699	0.00596345123765562	NA	0.00822035191650745	NA	0.0094665228035523	0.00413755744885186	0.0024599296005976	0.00267563424681673	0.0028212869861841	0.000628498066102535	NA	0.199810355479064	0.202351583269783	0.2038903078039	0.0088907447992312	0.0102708223075774	0.00152294959129028	0.00140410325592639	0.0126720438990787
1_BurkinaFaso_22/16/15	0.0658631078915009	0.0528093609463566	0.0565383993264627	0.0558686738238924	0.0662188099105269	0.00464889796257795	0.0061948696509423	0.0069620651002646	0.003884582423225	0.00632144032572173	0.0736047188459538	0.0661250797306798	0.0046197077987162	0.00229116886693374	0.0013634831287608	0.00141705824582946	0.008017078212703	0.00820258256644476	0.0240400556484908	0.00124156609554234	0.0121574801964679	0.0132510734235707	0.0295378861687921	0.0290186978258075	0.0276346805765617	0.0258499043445056	0.0169143090668394	0.0130412011234846	0.00877932368958339	0.00769343829943153	NA	0.0147572794934549	NA	0.0105546997603277	0.0113900320826849	0.00917707818742787	0.00649734888482853	0.00694431086154308	0.00182580685461426	0.199810355479064	NA	0.695777441440658	0.68470011605672	0.13874369116327	0.0285803517522894	0.00286443463800989	0.00363978623451066	0.036387217298937
1_BurkinaFaso_38	0.0660847744098485	0.0528491859748954	0.05665177396232	0.0560331126381758	0.0664457667856624	0.00460026988254948	0.00619107057519601	0.00674796546066847	0.00382059808041266	0.00605016594938727	0.0726352340539375	0.0654056370671183	0.00428515673852457	0.00229816646354744	0.00136931149937096	0.00142329736438327	0.00797512614321891	0.00813958091535525	0.0238485106018355	0.00123703998063345	0.0120446917327178	0.0131574675981675	0.0293905936143666	0.0287884058923871	0.027490173961347	0.025757780659558	0.0167815300731477	0.0129599832038179	0.00872604382991925	0.00764236367302413	NA	0.0148020383403683	NA	0.010512757153809	0.0112078722077435	0.00902910046651596	0.00607741387477744	0.00657595545106043	0.00173768810329036	0.202351583269783	0.695777441440658	NA	0.689594447356299	0.135155846800187	0.0283857680661615	0.00258259183219747	0.00335531487949115	0.0361917888572159
1_Ghana_65/38	0.0654674298546018	0.0518869873505166	0.0559113288522446	0.055249336664937	0.0658569562836686	0.00425695004729687	0.00576400235915628	0.00616667761633316	0.00347942561791732	0.00555477317020267	0.0669284550176896	0.0599451336528696	0.00407950683424269	0.0024052150572197	0.00149571623452398	0.00155030188438792	0.00792253082924486	0.00807101875064195	0.0228671034022214	0.00135077833963676	0.0117841396212393	0.0130012707251715	0.0280886673598	0.0275028695475438	0.0262961992158669	0.0246319633263118	0.0163528232689078	0.012853837737071	0.00836065912551304	0.00710671767085604	NA	0.0138539997230749	NA	0.00950623014644098	0.010746532840931	0.00875787812226985	0.00586100148700795	0.00629730145034328	0.00151681412124661	0.2038903078039	0.68470011605672	0.689594447356299	NA	0.109415303837689	0.0278887768129265	0.00257794118710377	0.00335506857632996	0.0355183595878133
1_Senegal_46/29	0.000961485191221637	0.00266670366003131	0.000903928724705505	0.000842981592449191	0.000971658637035557	0.0157802114802992	0.00604456190196321	0.00379714024230728	0.00215977105483279	0.00328925889584468	0.0676948617744909	0.0603380727408657	0.00254893544889294	0.00121674893876187	0.00188195151483916	0.00188034007940441	0.000663251586194227	0.000570064799999282	0.00675733808966787	0.00191573974551963	0.00172249900781288	0.00122487003558683	0.00883378326838453	0.0083716651883166	0.00767788454880789	0.00735753611537975	0.00291086953463749	0.00094884563287434	0.0080660567849404	0.00959611881499891	NA	0.0117404311295926	NA	0.0134334390075245	0.0063621802667079	0.00325831438998577	0.00596470732778139	0.00406689878867811	0.0021672312341754	0.0088907447992312	0.13874369116327	0.135155846800187	0.109415303837689	NA	0.0180323989006101	0.00239087554733644	0.00222122375993988	0.0206670859972687
1_Kenya_436/31	0.0614644067147881	0.0578891458455755	0.0654152647982326	0.0565054826893586	0.0611951668702336	0.00447371305718664	0.00270052236526498	0.03112372644761	0.00989997234657839	0.0343589107218681	0.0383697100916845	0.0266267195099332	0.0327910641745113	0.0125762685886901	0.0113468497986944	0.0114877715068507	0.018582369261584	0.0204312915178357	0.024915652720608	0.0130370255544384	0.0247064342422269	0.0280368095066367	0.0208265370308633	0.0270457802778618	0.0202454992304884	0.0175984805778072	0.027388561149537	0.0273418871565321	0.00267617837986794	0.0019353079367593	NA	0.00109430576792369	NA	0.00108817240259777	0.0147011176250925	0.0120634503961614	0.0319202781338121	0.0360508924613992	0.00285350485085188	0.0102708223075774	0.0285803517522894	0.0283857680661615	0.0278887768129265	0.0180323989006101	NA	0.645447958956498	0.649099071535137	0.495614294580877
1_Uganda_81	0.0622941196888585	0.0596442092936479	0.0678478302334171	0.0586413417747842	0.0619998322419347	0.00327211823376846	0.00164591761520203	0.034514514300177	0.0108391682295568	0.0374462525762642	0.0258993527192205	0.0168277096072027	0.0323586159869421	0.0126918674987937	0.0117459115462756	0.0119015138833705	0.0176556259698324	0.0195724234255973	0.0210737258870991	0.0136588186468466	0.0232295727350127	0.026388447412291	0.0163321553390748	0.0222467234185191	0.0159709490194237	0.0137430972655703	0.0250297456454998	0.0256690323289388	0.00113606937958223	0.000733526166327808	NA	0.000858205860742827	NA	0.000981840071626017	0.01458460829481	0.0127644021749966	0.0314104357890126	0.0372841361247311	0.00197591909319879	0.00152294959129028	0.00286443463800989	0.00258259183219747	0.00257794118710377	0.00239087554733644	0.645447958956498	NA	0.848512541306182	0.610114805278589
1_Uganda_43	0.0627626911498667	0.0597953550543404	0.0680057803968021	0.0584441684731948	0.0624870494736737	0.00321324020169488	0.0017356244094832	0.035763714528907	0.0111778436865836	0.0386392142773626	0.0274078476946455	0.0177694521112997	0.0334300155298748	0.013241540944695	0.0122265280771881	0.0123801980440161	0.0185313774187969	0.0206726034988263	0.0218281195531105	0.0140730015457706	0.0244849141817675	0.0281425094849367	0.0170537768765812	0.0227864435067997	0.0165649754761196	0.0145061768695373	0.0264582718661781	0.0274241920967057	0.00139964349334436	0.000830258306762	NA	0.000907060032727315	NA	0.000939296636393332	0.0140794358550712	0.012211919893714	0.0318361848106808	0.038118987712722	0.00182785378546899	0.00140410325592639	0.00363978623451066	0.00335531487949115	0.00335506857632996	0.00222122375993988	0.649099071535137	0.848512541306182	NA	0.616137429008997
1_Kenya_17	0.0648493706887285	0.0611045605347275	0.0685166011165791	0.0592536291004354	0.0645764646365652	0.0047725268537687	0.00306886488144804	0.0294148687965476	0.0093896246316537	0.0323702862187941	0.0430155313843587	0.0302146831564487	0.0313009885338717	0.0122110381571835	0.0108678689313901	0.0110087820625595	0.0184543676265689	0.0204987367072446	0.0258532148748441	0.0124808552080563	0.025115735551937	0.0286624782710671	0.0222044477630477	0.0283235180059465	0.0215108364612196	0.018783747685803	0.0281532709909828	0.02796539833075	0.0030061270355014	0.00218631741614141	NA	0.00132094076346016	NA	0.00123171951969334	0.0152034490614454	0.0123630208956864	0.0311395512622776	0.0344372504589353	0.00303413568895753	0.0126720438990787	0.036387217298937	0.0361917888572159	0.0355183595878133	0.0206670859972687	0.495614294580877	0.610114805278589	0.616137429008997	NA
